"Downloaded on",04/07/2021,"10:50:53 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22116%22%7D&pageSort=numberAsc

"Report Number",URL,Congress,Accompanies,Title,Committee
"S. Rept. 116-36",https://www.congress.gov/congressional-report/116th-congress/senate-report/36/1,"116th Congress (2019-2020)","S. 1061","JOHN F. KENNEDY CENTER REAUTHORIZATION ACT OF 2019","Senate Environment and Public Works"
"S. Rept. 116-37",https://www.congress.gov/congressional-report/116th-congress/senate-report/37/1,"116th Congress (2019-2020)","S. 210","AMENDING THE TRIBAL LAW AND ORDER ACT OF 2010 AND THE INDIAN LAW ENFORCEMENT REFORM ACT TO PROVIDE FOR ADVANCEMENTS IN PUBLIC SAFETY SERVICES TO INDIAN COMMUNITIES, AND FOR OTHER PURPOSES","Senate Indian Affairs"
"S. Rept. 116-38",https://www.congress.gov/congressional-report/116th-congress/senate-report/38/1,"116th Congress (2019-2020)","S. 383","UTILIZING SIGNIFICANT EMISSIONS WITH INNOVATIVE TECHNOLOGIES ACT","Senate Environment and Public Works"
"S. Rept. 116-39",https://www.congress.gov/congressional-report/116th-congress/senate-report/39/1,"116th Congress (2019-2020)","S. 747","DIESEL EMISSIONS REDUCTION ACT OF 2019","Senate Environment and Public Works"
"S. Rept. 116-40",https://www.congress.gov/congressional-report/116th-congress/senate-report/40/1,"116th Congress (2019-2020)","S. 211","THE VICTIMS OF CRIME ACT OF 1984 TO SECURE URGENT RESOURCES VITAL TO INDIAN VICTIMS OF CRIME, AND FOR OTHER PURPOSES","Senate Indian Affairs"
"S. Rept. 116-41",https://www.congress.gov/congressional-report/116th-congress/senate-report/41/1,"116th Congress (2019-2020)","S. 151","TELEPHONE ROBOCALL ABUSE CRIMINAL ENFORCEMENT AND DETERRENCE ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-42",https://www.congress.gov/congressional-report/116th-congress/senate-report/42/1,"116th Congress (2019-2020)",,"FURTHER REVISED ALLOCATION TO SUBCOMMITTEES OF BUDGET TOTALS FOR FISCAL YEAR 2019","Senate Appropriations"
"S. Rept. 116-43",https://www.congress.gov/congressional-report/116th-congress/senate-report/43/1,"116th Congress (2019-2020)","S.Con.Res. 15","EXPRESSING SUPPORT FOR THE DESIGNATION OF OCTOBER 28, 2019, AS ``HONORING THE NATION'S FIRST RESPONDERS DAY''","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-44",https://www.congress.gov/congressional-report/116th-congress/senate-report/44/1,"116th Congress (2019-2020)","H.R. 1590","TERRORIST AND FOREIGN FIGHTER TRAVEL EXERCISE ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-45",https://www.congress.gov/congressional-report/116th-congress/senate-report/45/1,"116th Congress (2019-2020)","S. 832","TO NULLIFY THE SUPPLEMENTAL TREATY BETWEEN THE UNITED STATES OF AMERICA AND THE CONFEDERATED TRIBES AND BANDS OF INDIANS OF MIDDLE OREGON, CONCLUDED ON NOVEMBER 15, 1865","Senate Indian Affairs"
"S. Rept. 116-46",https://www.congress.gov/congressional-report/116th-congress/senate-report/46/1,"116th Congress (2019-2020)","S. 1275","FEDERAL AGENCY CUSTOMER EXPERIENCE ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-47",https://www.congress.gov/congressional-report/116th-congress/senate-report/47/1,"116th Congress (2019-2020)","S. 1589","DAMON PAUL NELSON AND MATTHEW YOUNG POLLARD INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEARS 2018, 2019, AND 2020","Senate Intelligence (Select)"
"S. Rept. 116-48",https://www.congress.gov/congressional-report/116th-congress/senate-report/48/1,"116th Congress (2019-2020)","S. 1790","NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2020","Senate Armed Services"
"S. Rept. 116-49",https://www.congress.gov/congressional-report/116th-congress/senate-report/49/1,"116th Congress (2019-2020)","S. 1333","STOPPING IMPROPER PAYMENTS TO DECEASED PEOPLE ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-50",https://www.congress.gov/congressional-report/116th-congress/senate-report/50/1,"116th Congress (2019-2020)","H.R. 1079","CREATING ADVANCED STREAMLINED ELECTRONIC SERVICES FOR CONSTITUENTS ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-51",https://www.congress.gov/congressional-report/116th-congress/senate-report/51/1,"116th Congress (2019-2020)",,"LEGISLATIVE AND OVERSIGHT ACTIVITIES DURING THE 115TH CONGRESS BY THE SENATE COMMITTEE ON VETERANS' AFFAIRS","Senate Veterans' Affairs"
"S. Rept. 116-52",https://www.congress.gov/congressional-report/116th-congress/senate-report/52/1,"116th Congress (2019-2020)",,"FURTHER REVISED ALLOCATION TO SUBCOMMITTEES OF BUDGET TOTALS FOR FISCAL YEAR 2019","Senate Appropriations"
"S. Rept. 116-53",https://www.congress.gov/congressional-report/116th-congress/senate-report/53/1,"116th Congress (2019-2020)","S. 580","PRESIDENTIAL ALLOWANCE MODERNIZATION ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-54",https://www.congress.gov/congressional-report/116th-congress/senate-report/54/1,"116th Congress (2019-2020)","S. 279","TO ALLOW TRIBAL GRANT SCHOOLS TO PARTICIPATE IN THE FEDERAL EMPLOYEE HEALTH BENEFITS PROGRAM","Senate Indian Affairs"
"S. Rept. 116-55",https://www.congress.gov/congressional-report/116th-congress/senate-report/55/1,"116th Congress (2019-2020)","S. 1420","SETTING MANAGEABLE ANALYSIS REQUIREMENTS IN TEXT ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-56",https://www.congress.gov/congressional-report/116th-congress/senate-report/56/1,"116th Congress (2019-2020)","S. 1430","REPRESENTATIVE PAYEE FRAUD PREVENTION ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-57",https://www.congress.gov/congressional-report/116th-congress/senate-report/57/1,"116th Congress (2019-2020)","H.R. 1654","FEDERAL REGISTER MODERNIZATION ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-58",https://www.congress.gov/congressional-report/116th-congress/senate-report/58/1,"116th Congress (2019-2020)",,"The 2019 Joint Economic Report - Report of the Joint Economic Committee Congress of the United States on the 2019 Economic Report of the President","Joint Economic Committee"
"S. Rept. 116-59",https://www.congress.gov/congressional-report/116th-congress/senate-report/59/1,"116th Congress (2019-2020)","S. 411","COUNTERTERRORISM ADVISORY BOARD ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-60",https://www.congress.gov/congressional-report/116th-congress/senate-report/60/1,"116th Congress (2019-2020)","S. 1521","TO AMEND SECTION 327 OF THE ROBERT T. STAFFORD DISASTER RELIEF AND EMERGENCY ASSISTANCE ACT TO CLARIFY THAT NATIONAL URBAN SEARCH AND RESCUE RESPONSE SYSTEM TASK FORCES MAY INCLUDE FEDERAL EMPLOYEES","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-61",https://www.congress.gov/congressional-report/116th-congress/senate-report/61/1,"116th Congress (2019-2020)","S. 349","REVIVING AMERICA'S SCENIC BYWAYS ACT OF 2019","Senate Environment and Public Works"
"S. Rept. 116-62",https://www.congress.gov/congressional-report/116th-congress/senate-report/62/1,"116th Congress (2019-2020)","S. 1014","ROUTE 66 CENTENNIAL COMMISSION ACT","Senate Environment and Public Works"
"S. Rept. 116-63",https://www.congress.gov/congressional-report/116th-congress/senate-report/63/1,"116th Congress (2019-2020)","S. 1689","TO PERMIT STATES TO TRANSFER CERTAIN FUNDS FROM THE CLEAN WATER REVOLVING FUND OF A STATE TO THE DRINKING WATER REVOLVING FUND OF THE STATE IN CERTAIN CIRCUMSTANCES, AND FOR OTHER PURPOSES","Senate Environment and Public Works"
"S. Rept. 116-64",https://www.congress.gov/congressional-report/116th-congress/senate-report/64/1,"116th Congress (2019-2020)","S. 1833","RESTORE THE HARMONY WAY BRIDGE ACT","Senate Environment and Public Works"
"S. Rept. 116-65",https://www.congress.gov/congressional-report/116th-congress/senate-report/65/1,"116th Congress (2019-2020)","S. 542","INTERSTATE TRANSPORT ACT OF 2019","Senate Commerce, Science, and Transportation"
"S. Rept. 116-66",https://www.congress.gov/congressional-report/116th-congress/senate-report/66/1,"116th Congress (2019-2020)","S. 918","ELIMINATE FROM REGULATORS OPPORTUNITIES TO NATIONALIZE THE INTERNET IN EVERY RESPECT ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-67",https://www.congress.gov/congressional-report/116th-congress/senate-report/67/1,"116th Congress (2019-2020)","H.R. 1388","TO TAKE LANDS IN SONOMA COUNTY, CALIFORNIA, INTO TRUST AS PART OF THE RESERVATION OF THE LYTTON RANCHERIA OF CALIFORNIA, AND FOR OTHER PURPOSES","Senate Indian Affairs"
"S. Rept. 116-68",https://www.congress.gov/congressional-report/116th-congress/senate-report/68/1,"116th Congress (2019-2020)",,"REVIEW OF LEGISLATIVE ACTIVITY DURING THE 115TH CONGRESS","Senate Rules and Administration"
"S. Rept. 116-69",https://www.congress.gov/congressional-report/116th-congress/senate-report/69/1,"116th Congress (2019-2020)","H.R. 1138","WEST VALLEY DEMONSTRATION PROJECT REAUTHORIZATION ACT","Senate Energy and Natural Resources"
"S. Rept. 116-70",https://www.congress.gov/congressional-report/116th-congress/senate-report/70/1,"116th Congress (2019-2020)","S. 143","DEPARTMENT OF ENERGY VETERANS' HEALTH INITIATIVE ACT","Senate Energy and Natural Resources"
"S. Rept. 116-71",https://www.congress.gov/congressional-report/116th-congress/senate-report/71/1,"116th Congress (2019-2020)","S. 174","SECURING ENERGY INFRASTRUCTURE ACT","Senate Energy and Natural Resources"
"S. Rept. 116-72",https://www.congress.gov/congressional-report/116th-congress/senate-report/72/1,"116th Congress (2019-2020)","S. 520","ENERGY EFFICIENCY MATERIALS PILOT PROGRAM ACT","Senate Energy and Natural Resources"
"S. Rept. 116-73",https://www.congress.gov/congressional-report/116th-congress/senate-report/73/1,"116th Congress (2019-2020)","S. 816","SMALL SCALE LNG ACCESS ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-74",https://www.congress.gov/congressional-report/116th-congress/senate-report/74/1,"116th Congress (2019-2020)","S. 1052","RARE EARTH ELEMENT ADVANCED COAL TECHNOLOGIES ACT","Senate Energy and Natural Resources"
"S. Rept. 116-75",https://www.congress.gov/congressional-report/116th-congress/senate-report/75/1,"116th Congress (2019-2020)","S. 1064","APPALACHIAN ENERGY FOR NATIONAL SECURITY ACT","Senate Energy and Natural Resources"
"S. Rept. 116-76",https://www.congress.gov/congressional-report/116th-congress/senate-report/76/1,"116th Congress (2019-2020)","S. 1286","ENERGY TECHNOLOGY MATURATION ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-77",https://www.congress.gov/congressional-report/116th-congress/senate-report/77/1,"116th Congress (2019-2020)","S. 494","AMERICAN FISHERIES ADVISORY COMMITTEE ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-78",https://www.congress.gov/congressional-report/116th-congress/senate-report/78/1,"116th Congress (2019-2020)","S. 737","BUILDING BLOCKS OF STEM ACT","Senate Commerce, Science, and Transportation"
"S. Rept. 116-79",https://www.congress.gov/congressional-report/116th-congress/senate-report/79/1,"116th Congress (2019-2020)","S. 1207","TO APPROVE THE SETTLEMENT OF THE WATER RIGHTS CLAIMS OF THE NAVAJO NATION IN UTAH, AND FOR OTHER PURPOSES","Senate Indian Affairs"
"S. Rept. 116-80",https://www.congress.gov/congressional-report/116th-congress/senate-report/80/1,"116th Congress (2019-2020)","S. 715","SMART MANUFACTURING LEADERSHIP ACT","Senate Energy and Natural Resources"
"S. Rept. 116-81",https://www.congress.gov/congressional-report/116th-congress/senate-report/81/1,"116th Congress (2019-2020)","S. 859","RELIABLE INVESTMENT IN VITAL ENERGY REAUTHORIZATION ACT","Senate Energy and Natural Resources"
"S. Rept. 116-82",https://www.congress.gov/congressional-report/116th-congress/senate-report/82/1,"116th Congress (2019-2020)","S. 983","WEATHERIZATION ENHANCEMENT AND LOCAL ENERGY EFFICIECNY INVESTMENT AND ACCOUNTABILITY ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-83",https://www.congress.gov/congressional-report/116th-congress/senate-report/83/1,"116th Congress (2019-2020)","S. 1085","VEHICLE INNOVATION ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-84",https://www.congress.gov/congressional-report/116th-congress/senate-report/84/1,"116th Congress (2019-2020)","S. 979","FEDERAL ADVANCED CONTRACTS ENHANCEMENT ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-85",https://www.congress.gov/congressional-report/116th-congress/senate-report/85/1,"116th Congress (2019-2020)","S. 1151","VENEZUELA CONTRACTING RESTRICTION ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-86",https://www.congress.gov/congressional-report/116th-congress/senate-report/86/1,"116th Congress (2019-2020)","S. 1378","REPEAL INSURANCE PLANS OF THE MULTI-STATE PROGRAM ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-87",https://www.congress.gov/congressional-report/116th-congress/senate-report/87/1,"116th Congress (2019-2020)","S. 1388","SUPPLY CHAIN COUNTERINTELLIGENCE TRAINING ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-88",https://www.congress.gov/congressional-report/116th-congress/senate-report/88/1,"116th Congress (2019-2020)","S. 1419","EARLY PARTICIPATION IN REGULATIONS ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-89",https://www.congress.gov/congressional-report/116th-congress/senate-report/89/1,"116th Congress (2019-2020)","S. 1539","PROTECTING FAITH-BASED AND NONPROFIT ORGANIZATIONS FROM TERRORISM ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-90",https://www.congress.gov/congressional-report/116th-congress/senate-report/90/1,"116th Congress (2019-2020)","S. 1846","STATE AND LOCAL GOVERNMENT CYBERSECURITY ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-91",https://www.congress.gov/congressional-report/116th-congress/senate-report/91/1,"116th Congress (2019-2020)","S. 1867","DHS COUNTERING UNMANNED AIRCRAFT SYSTEMS COORDINATOR ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-92",https://www.congress.gov/congressional-report/116th-congress/senate-report/92/1,"116th Congress (2019-2020)","S. 1869","SECURE FEDERAL LEASES FROM ESPIONAGE AND SUSPICIOUS ENTANGLEMENTS ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-93",https://www.congress.gov/congressional-report/116th-congress/senate-report/93/1,"116th Congress (2019-2020)","S. 2065","DEEPFAKE REPORT ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-94",https://www.congress.gov/congressional-report/116th-congress/senate-report/94/1,"116th Congress (2019-2020)","S. 2107","PROTECTING AMERICA'S FOOD AND AGRICULTURE ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-95",https://www.congress.gov/congressional-report/116th-congress/senate-report/95/1,"116th Congress (2019-2020)","S. 2193","CHARGING HELPS AGENCIES REALIZE GOVERNMENT EFFICIENCIES ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-96",https://www.congress.gov/congressional-report/116th-congress/senate-report/96/1,"116th Congress (2019-2020)","H.R. 150","GRANT REPORTING EFFICIENCY AND AGREEMENTS TRANSPARENCY ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-97",https://www.congress.gov/congressional-report/116th-congress/senate-report/97/1,"116th Congress (2019-2020)","H.R. 2590","DHS OVERSEAS PERSONNEL ENHANCEMENT ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-98",https://www.congress.gov/congressional-report/116th-congress/senate-report/98/1,"116th Congress (2019-2020)","H.R. 347","RESPONSIBLE DISPOSAL REAUTHORIZATION ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-99",https://www.congress.gov/congressional-report/116th-congress/senate-report/99/1,"116th Congress (2019-2020)","S. 731","ANTI-BORDER CORRUPTION IMPROVEMENT ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-100",https://www.congress.gov/congressional-report/116th-congress/senate-report/100/1,"116th Congress (2019-2020)","S. 1434","CONSTRUCTION CONSENSUS PROCUREMENT IMPROVEMENT ACT OF 2019","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-101",https://www.congress.gov/congressional-report/116th-congress/senate-report/101/1,"116th Congress (2019-2020)","S. 1345","TO AMEND AND REAUTHORIZE THE MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION ACT","Senate Environment and Public Works"
"S. Rept. 116-102",https://www.congress.gov/congressional-report/116th-congress/senate-report/102/1,"116th Congress (2019-2020)","S. 2470","ENERGY AND WATER DEVELOPMENT APPROPRIATIONS BILL, 2020","Senate Appropriations"
"S. Rept. 116-103",https://www.congress.gov/congressional-report/116th-congress/senate-report/103/1,"116th Congress (2019-2020)","S. 2474","DEPARTMENT OF DEFENSE APPROPRIATIONS BILL, 2020","Senate Appropriations"
"S. Rept. 116-104",https://www.congress.gov/congressional-report/116th-congress/senate-report/104/1,"116th Congress (2019-2020)",,"ALLOCATION TO SUBCOMMITTEES OF BUDGET TOTALS FOR FISCAL YEAR 2020","Senate Appropriations"
"S. Rept. 116-105",https://www.congress.gov/congressional-report/116th-congress/senate-report/105/1,"116th Congress (2019-2020)","S. 1273","COPYRIGHT ALTERNATIVE IN SMALL-CLAIMS ENFORCEMENT (CASE) ACT OF 2019","Senate Judiciary"
"S. Rept. 116-106",https://www.congress.gov/congressional-report/116th-congress/senate-report/106/1,"116th Congress (2019-2020)",,"REVISED ALLOCATION TO SUBCOMMITTEES OF BUDGET TOTALS FOR FISCAL YEAR 2020","Senate Appropriations"
"S. Rept. 116-107",https://www.congress.gov/congressional-report/116th-congress/senate-report/107/1,"116th Congress (2019-2020)","S. 253","STREAMLINING ENERGY EFFICIENCY FOR SCHOOLS ACT","Senate Energy and Natural Resources"
"S. Rept. 116-108",https://www.congress.gov/congressional-report/116th-congress/senate-report/108/1,"116th Congress (2019-2020)","H.R. 762","STREAMLINING ENERGY EFFICIENCY FOR SCHOOLS ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-109",https://www.congress.gov/congressional-report/116th-congress/senate-report/109/1,"116th Congress (2019-2020)","S. 2520","TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS BILL, 2020","Senate Appropriations"
"S. Rept. 116-110",https://www.congress.gov/congressional-report/116th-congress/senate-report/110/1,"116th Congress (2019-2020)","S. 2522","AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS BILL, 2020","Senate Appropriations"
"S. Rept. 116-111",https://www.congress.gov/congressional-report/116th-congress/senate-report/111/1,"116th Congress (2019-2020)","S. 2524","FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS BILL, 2020","Senate Appropriations"
"S. Rept. 116-112",https://www.congress.gov/congressional-report/116th-congress/senate-report/112/1,"116th Congress (2019-2020)","S. 734","INTERNET OF THINGS CYBERSECURITY IMPROVEMENT ACT","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-113",https://www.congress.gov/congressional-report/116th-congress/senate-report/113/1,"116th Congress (2019-2020)","S. 2183","TO REQUIRE THE COMPTROLLER GENERAL OF THE UNITED STATES TO ANALYZE CERTAIN LEGISLATION IN ORDER TO PREVENT DUPLICATION OF AN OVERLAP WITH EXISTING FEDERAL PROGRAMS, OFFICES, AND INITIATIVES","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-114",https://www.congress.gov/congressional-report/116th-congress/senate-report/114/1,"116th Congress (2019-2020)","S. 903","NUCLEAR ENERGY LEADERSHIP ACT","Senate Energy and Natural Resources"
"S. Rept. 116-115",https://www.congress.gov/congressional-report/116th-congress/senate-report/115/1,"116th Congress (2019-2020)","S. 1201","ENHANCING FOSSIL FUEL ENERGY CARBON TECHNOLOGY ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-116",https://www.congress.gov/congressional-report/116th-congress/senate-report/116/1,"116th Congress (2019-2020)","S. 1706","ENERGY SAVINGS THROUGH PUBLIC-PRIVATE PARTNERSHIPS ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-117",https://www.congress.gov/congressional-report/116th-congress/senate-report/117/1,"116th Congress (2019-2020)","S. 1245","ALL-OF-THE-ABOVE FEDERAL BUILDING ENERGY CONSERVATION ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-118",https://www.congress.gov/congressional-report/116th-congress/senate-report/118/1,"116th Congress (2019-2020)","S. 1685","LAUNCHING ENERGY ADVANCEMENT AND DEVELOPMENT THROUGH INNOVATIONS FOR NATURAL GAS ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-119",https://www.congress.gov/congressional-report/116th-congress/senate-report/119/1,"116th Congress (2019-2020)","S. 1857","FEDERAL ENERGY AND WATER MANAGEMENT PERFORMANCE ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-120",https://www.congress.gov/congressional-report/116th-congress/senate-report/120/1,"116th Congress (2019-2020)","S. 2543","THE PRESCRIPTION DRUG PRICING REDUCTION ACT OF 2019","Senate Finance"
"S. Rept. 116-121",https://www.congress.gov/congressional-report/116th-congress/senate-report/121/1,"116th Congress (2019-2020)",,"FURTHER REVISED ALLOCATION TO SUBCOMMITTEES OF BUDGET TOTALS FOR FISCAL YEAR 2020","Senate Appropriations"
"S. Rept. 116-122",https://www.congress.gov/congressional-report/116th-congress/senate-report/122/1,"116th Congress (2019-2020)",,"FURTHER REVISED ALLOCATION TO SUBCOMMITTEES OF BUDGET TOTALS FOR FISCAL YEAR 2020","Senate Appropriations"
"S. Rept. 116-123",https://www.congress.gov/congressional-report/116th-congress/senate-report/123/1,"116th Congress (2019-2020)","S. 2580","DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS BILL, 2020","Senate Appropriations"
"S. Rept. 116-124",https://www.congress.gov/congressional-report/116th-congress/senate-report/124/1,"116th Congress (2019-2020)","S. 2581","LEGISLATIVE BRANCH APPROPRIATIONS, 2020","Senate Appropriations"
"S. Rept. 116-125",https://www.congress.gov/congressional-report/116th-congress/senate-report/125/1,"116th Congress (2019-2020)","S. 2582","DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS BILL, 2020","Senate Appropriations"
"S. Rept. 116-126",https://www.congress.gov/congressional-report/116th-congress/senate-report/126/1,"116th Congress (2019-2020)","S. 2583","DEPARTMENT OF STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS BILL, 2020","Senate Appropriations"
"S. Rept. 116-127",https://www.congress.gov/congressional-report/116th-congress/senate-report/127/1,"116th Congress (2019-2020)","S. 2584","DEPARTMENTS OF COMMERCE AND JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS BILL, 2020","Senate Appropriations"
"S. Rept. 116-128",https://www.congress.gov/congressional-report/116th-congress/senate-report/128/1,"116th Congress (2019-2020)","S. 384","A BILL TO REQUIRE THE SECRETARY OF COMMERCE, ACTING THROUGH THE DIRECTOR OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY, TO HELP FACILITATE THE ADOPTION OF COMPOSITE TECHNOLOGY IN INFRASTRUCTURE IN THE UNITED STATES, AND FOR OTHER PURPOSES","Senate Commerce, Science, and Transportation"
"S. Rept. 116-129",https://www.congress.gov/congressional-report/116th-congress/senate-report/129/1,"116th Congress (2019-2020)","S. 2169","TO AMEND SECTION 3116 OF TITLE 5, UNITED STATES CODE, TO CLARIFY THE APPLICABILITY OF THE APPOINTMENT LIMITATIONS FOR STUDENTS APPOINTED UNDER THE EXPEDITED HIRING AUTHORITY FOR POST-SECONDARY STUDENTS","Senate Homeland Security and Governmental Affairs"
"S. Rept. 116-130",https://www.congress.gov/congressional-report/116th-congress/senate-report/130/1,"116th Congress (2019-2020)","S. 2159","TO REPEAL THE ACT ENTITLED ``AN ACT TO CONFER JURISDICTION ON THE STATE OF NORTH DAKOTA OVER OFFENSES COMMITTED BY OR AGAINST INDIANS ON THE DEVILS LAKE INDIAN RESERVATION''","Senate Indian Affairs"
"S. Rept. 116-131",https://www.congress.gov/congressional-report/116th-congress/senate-report/131/1,"116th Congress (2019-2020)","S. 1317","AMERICAN MINERAL SECURITY ACT","Senate Energy and Natural Resources"
"S. Rept. 116-132",https://www.congress.gov/congressional-report/116th-congress/senate-report/132/1,"116th Congress (2019-2020)","S. 2071","TO REPEAL CERTAIN OBSOLETE LAWS RELATING TO INDIANS","Senate Indian Affairs"
"S. Rept. 116-133",https://www.congress.gov/congressional-report/116th-congress/senate-report/133/1,"116th Congress (2019-2020)","S. 334","CLEAN WATER FOR RURAL COMMUNITIES ACT","Senate Energy and Natural Resources"
"S. Rept. 116-134",https://www.congress.gov/congressional-report/116th-congress/senate-report/134/1,"116th Congress (2019-2020)","S. 607","TIMELY REVIEW OF INFRASTRUCTURE ACT","Senate Energy and Natural Resources"
"S. Rept. 116-135",https://www.congress.gov/congressional-report/116th-congress/senate-report/135/1,"116th Congress (2019-2020)","S. 1602","BETTER ENERGY STORAGE TECHNOLOGY ACT","Senate Energy and Natural Resources"
"S. Rept. 116-136",https://www.congress.gov/congressional-report/116th-congress/senate-report/136/1,"116th Congress (2019-2020)","S. 2094","ENHANCING STATE ENERGY SECURITY PLANNING AND EMERGENCY PREPAREDNESS ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-137",https://www.congress.gov/congressional-report/116th-congress/senate-report/137/1,"116th Congress (2019-2020)","H.R. 2114","ENHANCING STATE ENERGY SECURITY PLANNING AND EMERGENCY PREPAREDNESS ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-138",https://www.congress.gov/congressional-report/116th-congress/senate-report/138/1,"116th Congress (2019-2020)",,"FALLS PREVENTION: NATIONAL, STATE, AND LOCAL SOLUTIONS TO BETTER SUPPORT SENIORS","Senate Aging (Special)"
"S. Rept. 116-139",https://www.congress.gov/congressional-report/116th-congress/senate-report/139/1,"116th Congress (2019-2020)",,"FURTHER REVISED ALLOCATION TO SUBCOMMITTEES OF BUDGET TOTALS FOR FISCAL YEAR 2020","Senate Appropriations"
"S. Rept. 116-140",https://www.congress.gov/congressional-report/116th-congress/senate-report/140/1,"116th Congress (2019-2020)","S. 1751","BUREAU OF RECLAMATION PUMPED STORAGE HYDROPOWER DEVELOPMENT ACT","Senate Energy and Natural Resources"
"S. Rept. 116-141",https://www.congress.gov/congressional-report/116th-congress/senate-report/141/1,"116th Congress (2019-2020)","S. 1821","MARINE ENERGY RESEARCH AND DEVELOPMENT ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-142",https://www.congress.gov/congressional-report/116th-congress/senate-report/142/1,"116th Congress (2019-2020)","S. 1931","WESTERN AREA POWER ADMINISTRATION TRANSPARENCY ACT","Senate Energy and Natural Resources"
"S. Rept. 116-143",https://www.congress.gov/congressional-report/116th-congress/senate-report/143/1,"116th Congress (2019-2020)","S. 2137","ENERGY SAVINGS AND INDUSTRIAL COMPETITIVENESS ACT","Senate Energy and Natural Resources"
"S. Rept. 116-144",https://www.congress.gov/congressional-report/116th-congress/senate-report/144/1,"116th Congress (2019-2020)","S. 2333","ENERGY CYBERSECURITY ACT OF 2019","Senate Energy and Natural Resources"
"S. Rept. 116-145",https://www.congress.gov/congressional-report/116th-congress/senate-report/145/1,"116th Congress (2019-2020)","H.R. 1420","ENERGY EFFICIENT GOVERNMENT TECHNOLOGY ACT","Senate Energy and Natural Resources"
