"Downloaded on",04/07/2021,"10:52:09 EDT"
"Search URL",https://www.congress.gov/search?pageSort=numberDesc&q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22115%22%7D

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 115-316",https://www.congress.gov/congressional-report/115th-congress/house-report/316/1,"115th Congress (2017-2018)","H.R. 2792","CONTROL UNLAWFUL FUGITIVE FELONS ACT OF 2017","House Ways and Means"
"H. Rept. 115-315",https://www.congress.gov/congressional-report/115th-congress/house-report/315/2,"115th Congress (2017-2018)","H.R. 2824","INCREASING OPPORTUNITY AND SUCCESS FOR CHILDREN AND PARENTS THROUGH EVIDENCE-BASED HOME VISITING ACT","House Ways and Means"
"H. Rept. 115-315",https://www.congress.gov/congressional-report/115th-congress/house-report/315/1,"115th Congress (2017-2018)","H.R. 2824","INCREASING OPPORTUNITY AND SUCCESS FOR CHILDREN AND PARENTS THROUGH EVIDENCE-BASED HOME VISITING ACT","House Ways and Means"
"H. Rept. 115-314",https://www.congress.gov/congressional-report/115th-congress/house-report/314/1,"115th Congress (2017-2018)","H.R. 3668","SPORTSMEN'S HERITAGE AND RECREATIONAL ENHANCEMENT ACT","House Natural Resources"
"H. Rept. 115-313,Part 2",https://www.congress.gov/congressional-report/115th-congress/house-report/313/2,"115th Congress (2017-2018)","H.R. 2763","SMALL BUSINESS INNOVATION RESEARCH AND SMALL BUSINESS TECHNOLOGY TRANSFER IMPROVEMENTS ACT OF 2017","House Science, Space, and Technology"
"H. Rept. 115-313,Part 1",https://www.congress.gov/congressional-report/115th-congress/house-report/313/1,"115th Congress (2017-2018)","H.R. 2763","SMALL BUSINESS INNOVATION RESEARCH AND SMALL BUSINESS TECHNOLOGY TRANSFER IMPROVEMENTS ACT OF 2017","House Small Business"
"H. Rept. 115-312",https://www.congress.gov/congressional-report/115th-congress/house-report/312/1,"115th Congress (2017-2018)","H.R. 2423","WASHINGTON COUNTY, UTAH, PUBLIC LANDS MANAGEMENT IMPLEMENTATION ACT","House Natural Resources"
"H. Rept. 115-311",https://www.congress.gov/congressional-report/115th-congress/house-report/311/1,"115th Congress (2017-2018)","H.R. 2374","EASTERN NEVADA ECONOMIC DEVELOPMENT AND LAND MANAGEMENT IMPROVEMENT ACT","House Natural Resources"
"H. Rept. 115-310",https://www.congress.gov/congressional-report/115th-congress/house-report/310/1,"115th Congress (2017-2018)",,"IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE LUIS V. GUTIERREZ","House Ethics"
"H. Rept. 115-309",https://www.congress.gov/congressional-report/115th-congress/house-report/309/1,"115th Congress (2017-2018)","H.Res. 479","RESOLUTION OF INQUIRY DIRECTING THE SECRETARY OF THE TREASURY TO PROVIDE TO THE HOUSE OF REPRESENTATIVES THE TAX RETURN INFORMATION OF PRESIDENT DONALD J. TRUMP AS WELL AS THE TAX RETURNS OF EACH BUSINESS ENTITY DISCLOSED BY DONALD J. TRUMP ON HIS OFFICE OF GOVERNMENT ETHICS FORM 278E","House Ways and Means"
"H. Rept. 115-308",https://www.congress.gov/congressional-report/115th-congress/house-report/308/1,"115th Congress (2017-2018)","H.R. 3328","CUBAN AIRPORT SECURITY ACT OF 2017","House Homeland Security"
"H. Rept. 115-307",https://www.congress.gov/congressional-report/115th-congress/house-report/307/1,"115th Congress (2017-2018)","H.Res. 513","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3697) TO AMEND THE IMMIGRATION AND NATIONALITY ACT WITH RESPECT TO ALIENS ASSOCIATED WITH CRIMINAL GANGS, AND FOR OTHER PURPOSES, AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM SEPTEMBER 15, 2017, THROUGH SEPTEMBER 22, 2017","House Rules"
"H. Rept. 115-306",https://www.congress.gov/congressional-report/115th-congress/house-report/306/1,"115th Congress (2017-2018)","H.R. 1624","MUNICIPAL FINANCE SUPPORT ACT OF 2017","House Financial Services"
"H. Rept. 115-305",https://www.congress.gov/congressional-report/115th-congress/house-report/305/1,"115th Congress (2017-2018)","H.R. 2582","CONFIRMING STATE LAND GRANTS FOR EDUCATION ACT","House Natural Resources"
"H. Rept. 115-304",https://www.congress.gov/congressional-report/115th-congress/house-report/304/1,"115th Congress (2017-2018)","H.R. 2874","21ST CENTURY FLOOD REFORM ACT","House Financial Services"
"H. Rept. 115-303",https://www.congress.gov/congressional-report/115th-congress/house-report/303/1,"115th Congress (2017-2018)","H.R. 3017","BROWNFIELDS ENHANCEMENT, ECONOMIC REDEVELOPMENT, AND REAUTHORIZATION ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-302",https://www.congress.gov/congressional-report/115th-congress/house-report/302/1,"115th Congress (2017-2018)","H.R. 2615","GULF ISLANDS NATIONAL SEASHORE LAND EXCHANGE ACT OF 2017","House Natural Resources"
"H. Rept. 115-301",https://www.congress.gov/congressional-report/115th-congress/house-report/301/1,"115th Congress (2017-2018)","H.R. 931","FIREFIGHTER CANCER REGISTRY ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-300",https://www.congress.gov/congressional-report/115th-congress/house-report/300/1,"115th Congress (2017-2018)","H.Res. 446","RESOLUTION OF INQUIRY REQUESTING THE PRESIDENT AND DIRECTING THE ATTORNEY GENERAL TO TRANSMIT, RESPECTIVELY, CERTAIN DOCUMENTS TO THE HOUSE OF REPRESENTATIVES RELATING TO THE REMOVAL OF FORMER FEDERAL BUREAU OF INVESTIGATION DIRECTOR JAMES COMEY","House Judiciary"
"H. Rept. 115-299",https://www.congress.gov/congressional-report/115th-congress/house-report/299/1,"115th Congress (2017-2018)","H.Res. 509","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE HOUSE AMENDMENT TO THE SENATE AMENDMENT TO THE BILL (H.R. 601) TO ENHANCE THE TRANSPARENCY AND ACCELERATE THE IMPACT OF ASSISTANCE PROVIDED UNDER THE FOREIGN ASSISTANCE ACT OF 1961 TO PROMOTE QUALITY BASIC EDUCATION IN DEVELOPING COUNTRIES, TO BETTER ENABLE SUCH COUNTRIES TO ACHIEVE UNIVERSAL ACCESS TO QUALITY BASIC EDUCATION AND IMPROVED LEARNING OUTCOMES, TO ELIMINATE DUPLICATION AND WASTE, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-298",https://www.congress.gov/congressional-report/115th-congress/house-report/298/1,"115th Congress (2017-2018)","H.R. 3326","WORLD BANK ACCOUNTABILITY ACT OF 2017","House Financial Services"
"H. Rept. 115-297",https://www.congress.gov/congressional-report/115th-congress/house-report/297/1,"115th Congress (2017-2018)","H.Res. 504","PROVIDING FOR FURTHER CONSIDERATION OF THE BILL (H.R. 3354) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2018, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-296",https://www.congress.gov/congressional-report/115th-congress/house-report/296/1,"115th Congress (2017-2018)","H.R. 2997","21ST CENTURY AVIATION INNOVATION, REFORM, AND REAUTHORIZATION ACT","House Transportation and Infrastructure"
"H. Rept. 115-295",https://www.congress.gov/congressional-report/115th-congress/house-report/295/1,"115th Congress (2017-2018)","H.Res. 500","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3354) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2018, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF MOTIONS TO SUSPEND THE RULES; AND WAIVING A REQUIREMENT OF CLAUSE 6(A) OF RULE XIII WITH RESPECT TO CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES","House Rules"
"H. Rept. 115-294",https://www.congress.gov/congressional-report/115th-congress/house-report/294/1,"115th Congress (2017-2018)","H.R. 3388","SAFELY ENSURING LIVES FUTURE DEPLOYMENT AND RESEARCH IN VEHICLE EVOLUTION ACT","House Energy and Commerce"
"H. Rept. 115-293",https://www.congress.gov/congressional-report/115th-congress/house-report/293/1,"115th Congress (2017-2018)","H.R. 3110","FINANCIAL STABILITY OVERSIGHT COUNCIL INSURANCE MEMBER CONTINUITY ACT","House Financial Services"
"H. Rept. 115-292",https://www.congress.gov/congressional-report/115th-congress/house-report/292/1,"115th Congress (2017-2018)","H.R. 2864","TO DIRECT THE SECURITIES AND EXCHANGE COMMISSION TO ALLOW CERTAIN ISSUERS TO BE EXEMPT FROM REGISTRATION REQUIREMENTS, AND FOR OTHER PURPOSES","House Financial Services"
"H. Rept. 115-291",https://www.congress.gov/congressional-report/115th-congress/house-report/291/1,"115th Congress (2017-2018)","H.R. 2768","FOWLER AND BOSKOFF PEAKS DESIGNATION ACT","House Natural Resources"
"H. Rept. 115-290",https://www.congress.gov/congressional-report/115th-congress/house-report/290/1,"115th Congress (2017-2018)","H.R. 2611","LITTLE ROCK CENTRAL HIGH SCHOOL NATIONAL HISTORIC SITE BOUNDARY MODIFICATION ACT","House Natural Resources"
"H. Rept. 115-289",https://www.congress.gov/congressional-report/115th-congress/house-report/289/1,"115th Congress (2017-2018)","H.R. 2083","ENDANGERED SALMON AND FISHERIES PREDATION PREVENTION ACT","House Natural Resources"
"H. Rept. 115-288",https://www.congress.gov/congressional-report/115th-congress/house-report/288/1,"115th Congress (2017-2018)","H.R. 2316","COOPERATIVE MANAGEMENT OF MINERAL RIGHTS ACT OF 2017","House Natural Resources"
"H. Rept. 115-287",https://www.congress.gov/congressional-report/115th-congress/house-report/287/1,"115th Congress (2017-2018)","H.R. 3115","SUPERIOR NATIONAL FOREST LAND EXCHANGE ACT OF 2017","House Natural Resources"
"H. Rept. 115-286",https://www.congress.gov/congressional-report/115th-congress/house-report/286/1,"115th Congress (2017-2018)","H.R. 1843","RESTRAINING EXCESSIVE SEIZURE OF PROPERTY THROUGH THE EXPLOITATION OF CIVIL ASSET FORFEITURE TOOLS ACT","House Ways and Means"
"H. Rept. 115-285",https://www.congress.gov/congressional-report/115th-congress/house-report/285/1,"115th Congress (2017-2018)","H.Con.Res. 69","AUTHORIZING THE USE OF THE CAPITOL GROUNDS FOR THE DISTRICT OF COLUMBIA SPECIAL OLYMPICS LAW ENFORCEMENT TORCH RUN","House Transportation and Infrastructure"
"H. Rept. 115-284",https://www.congress.gov/congressional-report/115th-congress/house-report/284/1,"115th Congress (2017-2018)","H.R. 3284","JOINT COUNTERTERRORISM AWARENESS WORKSHOP SERIES ACT OF 2017","House Homeland Security"
"H. Rept. 115-283",https://www.congress.gov/congressional-report/115th-congress/house-report/283/1,"115th Congress (2017-2018)","H.R. 3202","CYBER VULNERABILITY DISCLOSURE REPORTING ACT","House Homeland Security"
"H. Rept. 115-282",https://www.congress.gov/congressional-report/115th-congress/house-report/282/1,"115th Congress (2017-2018)","H.R. 2371","WESTERN AREA POWER ADMINISTRATION TRANSPARENCY ACT","House Natural Resources"
"H. Rept. 115-281",https://www.congress.gov/congressional-report/115th-congress/house-report/281/1,"115th Congress (2017-2018)","H.R. 2075","CROOKED RIVER RANCH FIRE PROTECTION ACT","House Natural Resources"
"H. Rept. 115-280",https://www.congress.gov/congressional-report/115th-congress/house-report/280/1,"115th Congress (2017-2018)","H.R. 1547","UDALL PARK LAND EXCHANGE COMPLETION ACT","House Natural Resources"
"H. Rept. 115-279",https://www.congress.gov/congressional-report/115th-congress/house-report/279/1,"115th Congress (2017-2018)","H.R. 1074","TO REPEAL THE ACT ENTITLED ``AN ACT TO CONFER JURISDICTION ON THE STATE OF IOWA OVER OFFENSES COMMITTED BY OR AGAINST INDIANS ON THE SAC AND FOX INDIAN RESERVATION''","House Natural Resources"
"H. Rept. 115-278",https://www.congress.gov/congressional-report/115th-congress/house-report/278/1,"115th Congress (2017-2018)","H.R. 1807","PUBLIC WATER SUPPLY INVASIVE SPECIES COMPLIANCE ACT OF 2017","House Natural Resources"
"H. Rept. 115-277",https://www.congress.gov/congressional-report/115th-congress/house-report/277/1,"115th Congress (2017-2018)","H.R. 965","SAINT-GAUDENS NATIONAL HISTORICAL PARK REDESIGNATION ACT","House Natural Resources"
"H. Rept. 115-276",https://www.congress.gov/congressional-report/115th-congress/house-report/276/1,"115th Congress (2017-2018)","H.R. 1558","REPEATEDLY FLOODED COMMUNITIES PREPARATION ACT","House Financial Services"
"H. Rept. 115-275",https://www.congress.gov/congressional-report/115th-congress/house-report/275/1,"115th Congress (2017-2018)","H.R. 1257","SECURITIES AND EXCHANGE COMMISSION OVERPAYMENT CREDIT ACT","House Financial Services"
"H. Rept. 115-274",https://www.congress.gov/congressional-report/115th-congress/house-report/274/1,"115th Congress (2017-2018)","H.R. 2805","ASIA-PACIFIC ECONOMIC COOPERATION BUSINESS TRAVEL CARDS ACT OF 2017","House Homeland Security"
"H. Rept. 115-273",https://www.congress.gov/congressional-report/115th-congress/house-report/273/1,"115th Congress (2017-2018)","H.R. 2626","STRONG VISA INTEGRITY SECURES AMERICA ACT","House Homeland Security"
"H. Rept. 115-272",https://www.congress.gov/congressional-report/115th-congress/house-report/272/1,"115th Congress (2017-2018)",,"IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE BEN RAY LUJAN","House Ethics"
"H. Rept. 115-271",https://www.congress.gov/congressional-report/115th-congress/house-report/271/1,"115th Congress (2017-2018)",,"IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE ROGER WILLIAMS","House Ethics"
"H. Rept. 115-270",https://www.congress.gov/congressional-report/115th-congress/house-report/270/1,"115th Congress (2017-2018)","H.Res. 447","RESOLUTION DIRECTING THE SECRETARY OF HOMELAND SECURITY TO TRANSMIT CERTAIN DOCUMENTS TO THE HOUSE OF REPRESENTATIVES RELATING TO DEPARTMENT OF HOMELAND SECURITY POLICIES AND ACTIVITIES RELATING TO BUSINESSES OWNED OR CONTROLLED BY PRESIDENT DONALD J. TRUMP","House Homeland Security"
"H. Rept. 115-269",https://www.congress.gov/congressional-report/115th-congress/house-report/269/1,"115th Congress (2017-2018)","H.Res. 437","RESOLUTION OF INQUIRY REQUESTING THE PRESIDENT TO PROVIDE CERTAIN DOCUMENTS IN THE PRESIDENT'S POSSESSION","House Transportation and Infrastructure"
"H. Rept. 115-268",https://www.congress.gov/congressional-report/115th-congress/house-report/268/1,"115th Congress (2017-2018)","H.R. 2195","OSC ACCESS ACT","House Oversight and Government Reform"
"H. Rept. 115-267",https://www.congress.gov/congressional-report/115th-congress/house-report/267/1,"115th Congress (2017-2018)","H.R. 3262","GROW OUR OWN DIRECTIVE: PHYSICIAN ASSISTANT EMPLOYMENT AND EDUCATION ACT OF 2017","House Veterans' Affairs"
"H. Rept. 115-266",https://www.congress.gov/congressional-report/115th-congress/house-report/266/1,"115th Congress (2017-2018)","H.R. 95","VETERANS' ACCESS TO CHILD CARE ACT","House Veterans' Affairs"
"H. Rept. 115-265",https://www.congress.gov/congressional-report/115th-congress/house-report/265/1,"115th Congress (2017-2018)","H.Res. 442","RESOLUTION OF INQUIRY DIRECTING THE SECRETARY OF THE TREASURY TO PROVIDE CERTAIN DOCUMENTS IN THE SECRETARY'S POSSESSION TO THE HOUSE OF REPRESENTATIVES RELATING TO PRESIDENT TRUMP'S FINANCIAL CONNECTIONS TO RUSSIA, CERTAIN ILLEGAL FINANCIAL SCHEMES, AND RELATED INFORMATION","House Financial Services"
"H. Rept. 115-264",https://www.congress.gov/congressional-report/115th-congress/house-report/264/1,"115th Congress (2017-2018)","H.R. 873","GLOBAL WAR ON TERRORISM WAR MEMORIAL ACT","House Natural Resources"
"H. Rept. 115-263",https://www.congress.gov/congressional-report/115th-congress/house-report/263/1,"115th Congress (2017-2018)","H.Res. 481","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3180) TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEAR 2018 FOR INTELLIGENCE AND INTELLIGENCE- RELATED ACTIVITIES OF THE UNITED STATES GOVERNMENT, THE COMMUNITY MANAGEMENT ACCOUNT, AND THE CENTRAL INTELLIGENCE AGENCY RETIREMENT AND DISABILITY SYSTEM, AND FOR OTHER PURPOSES; WAIVING A REQUIREMENT OF CLAUSE 6(a) OF RULE XIII WITH RESPECT TO CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES; AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM JULY 31, 2017, THROUGH SEPTEMBER 4, 2017","House Rules"
"H. Rept. 115-262",https://www.congress.gov/congressional-report/115th-congress/house-report/262/1,"115th Congress (2017-2018)","H.Res. 480","PROVIDING FOR CONSIDERATION OF THE BILL (S. 114) TO AMEND TITLE 38, UNITED STATES CODE, TO REQUIRE THE SECRETARY OF VETERANS AFFAIRS TO SUBMIT AN ANNUAL REPORT REGARDING PERFORMANCE AWARDS AND BONUSES AWARDED TO CERTAIN HIGH-LEVEL EMPLOYEES OF THE DEPARTMENT OF VETERANS AFFAIRS","House Rules"
"H. Rept. 115-261",https://www.congress.gov/congressional-report/115th-congress/house-report/261/1,"115th Congress (2017-2018)","H.Res. 478","PROVIDING FOR FURTHER CONSIDERATION OF THE BILL (H.R. 3219) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2018, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF MOTIONS TO SUSPEND THE RULES","House Rules"
"H. Rept. 115-260",https://www.congress.gov/congressional-report/115th-congress/house-report/260/1,"115th Congress (2017-2018)","H.R. 2937","COMMUNITY RECLAMATION PARTNERSHIPS ACT","House Natural Resources"
"H. Rept. 115-259",https://www.congress.gov/congressional-report/115th-congress/house-report/259/1,"115th Congress (2017-2018)","H.Res. 473","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3219) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2018, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-258",https://www.congress.gov/congressional-report/115th-congress/house-report/258/1,"115th Congress (2017-2018)","H.R. 3210","SECURELY EXPEDITING CLEARANCES THROUGH REPORTING TRANSPARENCY ACT OF 2017","House Oversight and Government Reform"
"H. Rept. 115-257",https://www.congress.gov/congressional-report/115th-congress/house-report/257/1,"115th Congress (2017-2018)","H.R. 2939","WATER RIGHTS PROTECTION ACT OF 2017","House Natural Resources"
"H. Rept. 115-256",https://www.congress.gov/congressional-report/115th-congress/house-report/256/1,"115th Congress (2017-2018)","H.R. 2053","MINING SCHOOLS ENHANCEMENT ACT","House Natural Resources"
"H. Rept. 115-255",https://www.congress.gov/congressional-report/115th-congress/house-report/255/1,"115th Congress (2017-2018)","H.R. 2246","TAXPAYER EXPOSURE MITIGATION ACT OF 2017","House Financial Services"
"H. Rept. 115-254",https://www.congress.gov/congressional-report/115th-congress/house-report/254/1,"115th Congress (2017-2018)","H.R. 3178","MEDICARE PART B IMPROVEMENT ACT OF 2017","House Ways and Means"
"H. Rept. 115-253",https://www.congress.gov/congressional-report/115th-congress/house-report/253/1,"115th Congress (2017-2018)","H.R. 3362","STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-252",https://www.congress.gov/congressional-report/115th-congress/house-report/252/1,"115th Congress (2017-2018)","H.Res. 468","PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 111) PROVIDING FOR CONGRESSIONAL DISAPPROVAL UNDER CHAPTER 8 OF TITLE 5, UNITED STATES CODE, OF THE RULE SUBMITTED BY BUREAU OF CONSUMER FINANCIAL PROTECTION RELATING TO ``ARBITRATION AGREEMENTS''","House Rules"
"H. Rept. 115-251",https://www.congress.gov/congressional-report/115th-congress/house-report/251/1,"115th Congress (2017-2018)","H.R. 3180","INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2018","House Intelligence (Permanent Select)"
"H. Rept. 115-250",https://www.congress.gov/congressional-report/115th-congress/house-report/250/1,"115th Congress (2017-2018)","H.R. 2781","ENSURING VETERAN ENTERPRISE PARTICIPATION IN STRATEGIC SOURCING ACT","House Veterans' Affairs"
"H. Rept. 115-249",https://www.congress.gov/congressional-report/115th-congress/house-report/249/1,"115th Congress (2017-2018)","H.R. 1690","DEPARTMENT OF VETERANS AFFAIRS BONUS TRANSPARENCY ACT","House Veterans' Affairs"
"H. Rept. 115-248",https://www.congress.gov/congressional-report/115th-congress/house-report/248/1,"115th Congress (2017-2018)","H.R. 2772","VA SENIOR EXECUTIVE ACCOUNTABILITY ACT","House Veterans' Affairs"
"H. Rept. 115-247",https://www.congress.gov/congressional-report/115th-congress/house-report/247/1,"115th Congress (2017-2018)","H.R. 3218","HARRY W. COLMERY VETERANS EDUCATIONAL ASSISTANCE ACT OF 2017","House Veterans' Affairs"
"H. Rept. 115-246",https://www.congress.gov/congressional-report/115th-congress/house-report/246/1,"115th Congress (2017-2018)","H.R. 2006","VA PROCUREMENT EFFICIENCY AND TRANSPARENCY ACT","House Veterans' Affairs"
"H. Rept. 115-245",https://www.congress.gov/congressional-report/115th-congress/house-report/245/1,"115th Congress (2017-2018)","H.R. 282","MILITARY RESIDENCY CHOICE ACT","House Veterans' Affairs"
"H. Rept. 115-244",https://www.congress.gov/congressional-report/115th-congress/house-report/244/1,"115th Congress (2017-2018)","H.R. 3358","DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-243",https://www.congress.gov/congressional-report/115th-congress/house-report/243/1,"115th Congress (2017-2018)","H.R. 2749","PROTECTING BUSINESS OPPORTUNITIES FOR VETERANS ACT OF 2017","House Veterans' Affairs"
"H. Rept. 115-242",https://www.congress.gov/congressional-report/115th-congress/house-report/242/1,"115th Congress (2017-2018)","S. 249","TO PROVIDE THAT THE PUEBLO OF SANTA CLARA MAY LEASE FOR 99 YEARS CERTAIN RESTRICTED LAND, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-241",https://www.congress.gov/congressional-report/115th-congress/house-report/241/1,"115th Congress (2017-2018)","H.R. 1927","AFRICAN AMERICAN CIVIL RIGHTS NETWORK ACT OF 2017","House Natural Resources"
"H. Rept. 115-240",https://www.congress.gov/congressional-report/115th-congress/house-report/240/1,"115th Congress (2017-2018)","H.Con.Res. 71","CONCURRENT RESOLUTION ON THE BUDGET-- FISCAL YEAR 2018","House Budget"
"H. Rept. 115-239",https://www.congress.gov/congressional-report/115th-congress/house-report/239/1,"115th Congress (2017-2018)","H.R. 3355","DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-238",https://www.congress.gov/congressional-report/115th-congress/house-report/238/1,"115th Congress (2017-2018)","H.R. 3354","DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-237",https://www.congress.gov/congressional-report/115th-congress/house-report/237/1,"115th Congress (2017-2018)","H.R. 3353","DEPARTMENTS OF TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-236",https://www.congress.gov/congressional-report/115th-congress/house-report/236/1,"115th Congress (2017-2018)","H.R. 2370","ESCAMBIA COUNTY LAND CONVEYANCE ACT","House Natural Resources"
"H. Rept. 115-235",https://www.congress.gov/congressional-report/115th-congress/house-report/235/1,"115th Congress (2017-2018)","H.Res. 454","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2910) TO PROVIDE FOR FEDERAL AND STATE AGENCY COORDINATION IN THE APPROVAL OF CERTAIN AUTHORIZATIONS UNDER THE NATURAL GAS ACT, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2883) TO ESTABLISH A MORE UNIFORM, TRANSPARENT, AND MODERN PROCESS TO AUTHORIZE THE CONSTRUCTION, CONNECTION, OPERATION, AND MAINTENANCE OF INTERNATIONAL BORDER-CROSSING FACILITIES FOR THE IMPORT AND EXPORT OF OIL AND NATURAL GAS AND THE TRANSMISSION OF ELECTRICITY; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 218) TO PROVIDE FOR THE EXCHANGE OF FEDERAL LAND AND NON-FEDERAL LAND IN THE STATE OF ALASKA FOR THE CONSTRUCTION OF A ROAD BETWEEN KING COVE AND COLD BAY; AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-234",https://www.congress.gov/congressional-report/115th-congress/house-report/234/1,"115th Congress (2017-2018)","H.R. 3280","FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-233",https://www.congress.gov/congressional-report/115th-congress/house-report/233/1,"115th Congress (2017-2018)","H.R. 2875","NATIONAL FLOOD INSURANCE PROGRAM ADMINISTRATIVE REFORM ACT OF 2017","House Financial Services"
"H. Rept. 115-232",https://www.congress.gov/congressional-report/115th-congress/house-report/232/1,"115th Congress (2017-2018)","H.R. 3268","AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-231",https://www.congress.gov/congressional-report/115th-congress/house-report/231/1,"115th Congress (2017-2018)","H.R. 3267","COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS BILL, 2018","House Appropriations"
"H. Rept. 115-230",https://www.congress.gov/congressional-report/115th-congress/house-report/230/1,"115th Congress (2017-2018)","H.R. 3266","ENERGY AND WATER DEVELOPMENT APPROPRIATIONS","House Appropriations"
"H. Rept. 115-229",https://www.congress.gov/congressional-report/115th-congress/house-report/229/1,"115th Congress (2017-2018)","H.Res. 451","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 806) TO FACILITATE EFFICIENT STATE IMPLEMENTATION OF GROUND-LEVEL OZONE STANDARDS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-228",https://www.congress.gov/congressional-report/115th-congress/house-report/228/1,"115th Congress (2017-2018)","H.J.Res. 92","GRANTING THE CONSENT AND APPROVAL OF CONGRESS FOR THE COMMONWEALTH OF VIRGINIA, THE STATE OF MARYLAND, AND THE DISTRICT OF COLUMBIA TO AMEND THE WASHINGTON AREA TRANSIT REGULATION COMPACT","House Judiciary"
"H. Rept. 115-227",https://www.congress.gov/congressional-report/115th-congress/house-report/227/1,"115th Congress (2017-2018)","H.J.Res. 76","GRANTING THE CONSENT AND APPROVAL OF CONGRESS FOR THE COMMONWEALTH OF VIRGINIA, THE STATE OF MARYLAND, AND THE DISTRICT OF COLUMBIA TO ENTER INTO A COMPACT RELATING TO THE ESTABLISHMENT OF THE WASHINGTON METRORAIL SAFETY COMMISSION","House Judiciary"
"H. Rept. 115-226",https://www.congress.gov/congressional-report/115th-congress/house-report/226/1,"115th Congress (2017-2018)","H.R. 1351","STRENGTHENING OVERSIGHT OF TSA EMPLOYEE MISCONDUCT ACT","House Homeland Security"
"H. Rept. 115-225",https://www.congress.gov/congressional-report/115th-congress/house-report/225/1,"115th Congress (2017-2018)","H.R. 2883","PROMOTING CROSS-BORDER ENERGY INFRASTRUCTURE ACT","House Energy and Commerce"
"H. Rept. 115-224",https://www.congress.gov/congressional-report/115th-congress/house-report/224/1,"115th Congress (2017-2018)","H.R. 3050","ENHANCING STATE ENERGY SECURITY PLANNING AND EMERGENCY PREPAREDNESS ACT OF 2017","House Energy and Commerce"
